"PSTV04","PSTV05","PSTV06","PSTV07","PSTV08","PSTV09","PSTV10","PSTV11","PSTV12","PSTV13","PSTV14","UHH"
1,1,1,1,1,12,1213,8,2,12,1275,58
1,1,1,1,1,31,3171,2,1,31,3171,81
1,1,1,1,1,31,3172,7,2,31,3172,68
1,1,1,1,1,31,3175,3,1,31,3175,64
1,1,1,1,1,32,3273,3,1,32,3273,75
1,1,1,1,1,33,3301,3,1,33,3301,72
1,1,1,1,1,34,3471,3,1,34,3471,68
1,1,1,1,1,35,3521,3,1,35,3521,82
1,1,1,1,1,35,3578,9,2,32,3273,69
1,1,1,1,1,61,6171,3,1,61,6171,68
1,1,1,1,4,14,1471,9,2,14,1471,65
1,1,1,1,4,15,1571,9,2,15,1571,43
1,1,1,1,4,16,1671,9,2,16,1671,28
1,1,1,1,4,21,2101,9,2,21,2171,60
1,1,1,1,4,21,2171,9,2,21,2171,33
1,1,1,1,4,31,3171,9,2,31,3171,64
1,1,1,1,4,31,3172,3,1,31,3172,82
1,1,1,1,4,31,3172,9,2,32,3275,39
1,1,1,1,4,31,3174,3,1,31,3174,73
1,1,1,1,4,32,3201,3,1,32,3201,66
1,1,1,1,4,32,3201,9,2,32,3201,44
1,1,1,1,4,32,3204,3,1,32,3204,71
1,1,1,1,4,32,3215,9,2,32,3215,54
1,1,1,1,4,32,3272,3,1,32,3272,66
1,1,1,1,4,33,3308,3,1,33,3308,32
1,1,1,1,4,33,3310,9,3,33,3310,82
1,1,1,1,4,33,3313,3,1,33,3313,70
1,1,1,1,4,33,3321,9,2,33,3321,64
1,1,1,1,4,33,3325,3,1,33,3325,55
1,1,1,1,4,33,3325,9,2,33,3325,55
1,1,1,1,4,33,3329,3,1,33,3329,55
1,1,1,1,4,33,3371,9,2,33,3371,58
1,1,1,1,4,33,3372,3,1,33,3372,74
1,1,1,1,4,35,3514,3,1,35,3514,62
1,1,1,1,4,35,3515,9,2,36,3674,69
1,1,1,1,4,35,3521,3,1,35,3521,48
1,1,1,1,4,35,3578,3,1,35,3578,62
1,1,1,1,4,36,3674,3,1,36,3674,60
1,1,1,1,4,36,3674,9,2,33,3313,49
1,1,1,1,4,53,5371,9,2,53,5371,64
1,1,1,1,4,61,6171,3,1,35,3505,61
1,1,1,1,4,63,6371,9,2,63,6371,63
1,1,1,1,4,72,7271,3,1,72,7271,62
1,1,1,1,4,73,7371,3,1,73,7371,70
1,1,1,1,4,73,7373,3,1,73,7373,59
1,1,1,1,4,81,8101,3,1,31,3173,52
1,1,1,1,5,14,1409,8,2,14,1406,56
1,1,1,1,5,16,1671,3,1,16,1671,54
1,1,1,1,5,18,1807,9,2,18,1871,59
1,1,1,1,5,21,2171,9,2,21,2171,73
1,1,1,1,5,31,3171,3,1,31,3174,54
1,1,1,1,5,31,3172,9,2,31,3172,46
1,1,1,1,5,31,3173,9,2,32,3275,54
1,1,1,1,5,32,3201,9,2,32,3271,61
1,1,1,1,5,32,3209,8,2,35,3513,52
1,1,1,1,5,33,3305,9,2,32,3201,30
1,1,1,1,5,33,3306,9,3,33,3306,45
1,1,1,1,5,33,3311,9,3,33,3372,43
1,1,1,1,5,33,3313,9,2,34,3403,33
1,1,1,1,5,34,3471,9,2,34,3471,66
1,1,1,1,5,35,3501,3,1,35,3515,55
1,1,1,1,5,35,3515,9,2,35,3515,48
1,1,1,1,5,35,3518,9,3,35,3506,50
1,1,1,1,5,35,3522,3,1,35,3522,55
1,1,1,1,5,35,3578,9,2,35,3578,49
1,1,1,1,5,36,3603,9,2,36,3603,45
1,1,1,1,5,51,5171,9,3,51,5171,53
1,1,1,1,5,63,6371,3,1,63,6371,73
1,1,1,1,5,73,7304,3,1,73,7304,55
1,1,1,1,5,74,7410,3,1,74,7410,67
1,1,1,2,1,11,1114,8,2,12,1218,60
1,1,1,2,1,11,1114,9,2,12,1209,61
1,1,1,2,1,11,1173,3,1,11,1173,63
1,1,1,2,1,12,1209,8,2,12,1218,65
1,1,1,2,1,12,1218,3,1,12,1209,67
1,1,1,2,1,12,1218,8,2,12,1209,67
1,1,1,2,1,12,1222,8,2,12,1212,55
1,1,1,2,1,12,1274,8,2,12,1218,55
1,1,1,2,1,13,1307,3,1,13,1307,78
1,1,1,2,1,34,3402,9,2,34,3471,78
1,1,1,2,1,35,3571,9,2,35,3506,75
1,1,1,2,1,73,7371,9,2,73,7371,82
1,1,1,2,1,99,9999,9,2,35,3515,74
1,1,1,2,4,12,1204,3,1,12,1204,67
1,1,1,2,4,12,1271,9,3,12,1271,53
1,1,1,2,4,14,1408,9,2,14,1408,63
1,1,1,2,4,19,1971,9,3,19,1971,48
1,1,1,2,4,31,3172,3,1,31,3172,54
1,1,1,2,4,31,3172,9,2,31,3172,64
1,1,1,2,4,31,3173,9,2,31,3173,24
1,1,1,2,4,31,3174,3,1,31,3174,73
1,1,1,2,4,32,3201,9,2,32,3201,50
1,1,1,2,4,32,3204,3,1,32,3204,68
1,1,1,2,4,32,3273,8,2,32,3273,34
1,1,1,2,4,33,3311,9,2,33,3311,45
1,1,1,2,4,33,3318,3,1,33,3318,44
1,1,1,2,4,33,3374,9,2,33,3374,68
1,1,1,2,4,34,3401,3,1,34,3401,53
1,1,1,2,4,34,3404,3,1,34,3404,50
1,1,1,2,4,35,3506,9,2,35,3506,53
1,1,1,2,4,35,3515,3,1,35,3578,51
1,1,1,2,4,35,3525,9,2,35,3525,64
1,1,1,2,4,35,3573,3,1,35,3573,50
1,1,1,2,4,35,3578,3,1,35,3578,70
1,1,1,2,4,35,3578,9,2,35,3578,73
1,1,1,2,4,36,3603,3,1,36,3603,64
1,1,1,2,4,36,3603,9,2,36,3603,64
1,1,1,2,4,36,3672,9,2,36,3672,24
1,1,1,2,4,61,6172,9,2,61,6172,52
1,1,1,2,4,71,7171,3,1,71,7171,48
1,1,1,2,4,72,7271,3,1,72,7271,59
1,1,1,2,5,12,1208,8,2,12,1208,53
1,1,1,2,5,12,1218,8,2,12,1218,46
1,1,1,2,5,12,1221,9,2,12,1221,49
1,1,1,2,5,12,1275,9,2,12,1275,52
1,1,1,2,5,14,1471,9,2,14,1471,48
1,1,1,2,5,16,1601,3,1,16,1601,29
1,1,1,2,5,31,3172,9,2,31,3172,46
1,1,1,2,5,31,3173,9,2,32,3275,54
1,1,1,2,5,31,3174,4,2,31,3171,56
1,1,1,2,5,32,3201,9,2,32,3271,61
1,1,1,2,5,32,3217,9,3,17,1771,65
1,1,1,2,5,32,3218,3,1,32,3218,50
1,1,1,2,5,33,3305,9,2,32,3201,30
1,1,1,2,5,33,3311,3,1,33,3311,46
1,1,1,2,5,35,3501,3,1,35,3515,55
1,1,1,2,5,35,3502,3,1,35,3502,63
1,1,1,2,5,35,3509,9,2,35,3509,34
1,1,1,2,5,35,3578,6,2,35,3578,52
1,1,1,2,5,51,5106,9,3,51,5106,39
1,1,1,2,5,63,6309,8,2,63,6309,54
1,1,1,2,5,71,7108,3,1,71,7108,38
1,1,1,2,5,73,7318,3,1,73,7318,54
1,1,1,3,2,11,1114,3,1,11,1114,69
1,1,1,3,2,11,1114,3,1,11,1171,69
1,1,1,3,2,11,1117,3,1,11,1117,47
1,1,1,3,2,13,1305,3,1,13,1305,68
1,1,1,3,2,13,1373,3,1,13,1373,46
1,1,1,3,2,14,1404,3,1,14,1404,66
1,1,1,3,2,18,1804,3,1,18,1804,51
1,1,1,3,2,18,1813,3,1,32,3216,44
1,1,1,3,2,18,1871,3,1,18,1871,14
1,1,1,3,2,31,3172,3,1,31,3172,58
1,1,1,3,2,31,3173,3,1,31,3173,57
1,1,1,3,2,32,3206,3,1,32,3206,60
1,1,1,3,2,33,3302,3,1,33,3302,53
1,1,1,3,2,33,3306,3,1,33,3306,47
1,1,1,3,2,33,3321,3,1,33,3321,48
1,1,1,3,2,33,3322,3,1,33,3322,62
1,1,1,3,2,33,3327,3,1,33,3327,58
1,1,1,3,2,33,3373,3,1,33,3373,60
1,1,1,3,2,34,3402,3,1,34,3402,68
1,1,1,3,2,35,3502,3,1,35,3502,57
1,1,1,3,2,35,3515,3,1,35,3515,65
1,1,1,3,2,35,3576,3,1,35,3576,61
1,1,1,3,2,35,3578,3,1,35,3578,64
1,1,1,3,2,35,3578,9,2,35,3578,51
1,1,1,3,2,51,5104,3,1,51,5104,65
1,1,1,3,2,51,5105,3,1,51,5105,76
1,1,1,3,2,52,5272,3,1,52,5272,49
1,1,1,3,2,62,6209,3,1,62,6209,63
1,1,1,3,2,63,6372,9,2,63,6372,32
1,1,1,3,2,75,7504,3,1,75,7504,47
1,1,1,3,3,11,1103,3,1,11,1103,31
1,1,1,3,3,11,1105,3,1,11,1105,70
1,1,1,3,3,11,1111,3,1,11,1111,31
1,1,1,3,3,11,1173,9,2,11,1173,25
1,1,1,3,3,11,1174,3,1,11,1174,37
1,1,1,3,3,12,1271,3,1,12,1271,33
1,1,1,3,3,12,1275,3,1,12,1275,61
1,1,1,3,3,13,1306,3,1,13,1306,49
1,1,1,3,3,13,1307,3,1,13,1307,89
1,1,1,3,3,13,1371,3,1,13,1371,62
1,1,1,3,3,13,1373,3,1,13,1373,46
1,1,1,3,3,14,1401,3,1,14,1401,55
1,1,1,3,3,14,1404,3,1,14,1404,66
1,1,1,3,3,14,1471,3,1,14,1471,67
1,1,1,3,3,19,1902,3,1,19,1902,61
1,1,1,3,3,19,1904,3,1,19,1904,49
1,1,1,3,3,31,3171,2,1,31,3171,62
1,1,1,3,3,31,3172,3,1,31,3172,62
1,1,1,3,3,31,3173,2,1,31,3171,48
1,1,1,3,3,31,3173,3,1,31,3173,60
1,1,1,3,3,31,3174,3,1,31,3174,63
1,1,1,3,3,31,3175,3,1,31,3175,52
1,1,1,3,3,32,3273,3,1,32,3273,64
1,1,1,3,3,32,3276,3,1,32,3276,60
1,1,1,3,3,33,3326,3,1,33,3326,55
1,1,1,3,3,33,3375,3,1,33,3375,54
1,1,1,3,3,34,3404,3,1,34,3404,66
1,1,1,3,3,34,3471,3,1,34,3471,49
1,1,1,3,3,35,3502,3,1,35,3502,57
1,1,1,3,3,35,3515,3,1,35,3515,53
1,1,1,3,3,35,3520,3,1,35,3520,52
1,1,1,3,3,35,3578,3,1,35,3578,73
1,1,1,3,3,51,5103,9,2,51,5103,69
1,1,1,3,3,51,5104,3,1,51,5104,58
1,1,1,3,3,51,5105,3,1,51,5105,66
1,1,1,3,3,52,5204,3,1,52,5204,64
1,1,1,3,3,62,6201,3,1,62,6201,46
1,1,1,3,3,63,6308,3,1,63,6308,45
1,1,1,3,3,64,6471,3,1,64,6471,59
1,1,1,3,3,64,6474,3,1,64,6474,59
1,1,1,3,3,71,7105,3,1,71,7105,50
1,1,1,3,3,71,7108,3,1,71,7108,58
1,1,1,3,3,71,7173,3,1,71,7173,76
1,1,1,3,3,73,7373,3,1,73,7373,62
1,1,1,3,3,75,7504,3,1,75,7504,48
1,1,1,3,4,12,1204,3,1,12,1204,67
1,1,1,3,4,12,1207,9,3,12,1207,56
1,1,1,3,4,12,1212,3,1,12,1212,49
1,1,1,3,4,12,1273,3,1,12,1273,48
1,1,1,3,4,12,1275,3,1,12,1275,42
1,1,1,3,4,12,1275,9,2,12,1275,74
1,1,1,3,4,14,1471,3,1,14,1471,53
1,1,1,3,4,15,1506,3,1,15,1506,68
1,1,1,3,4,16,1671,8,2,16,1671,59
1,1,1,3,4,21,2171,9,2,21,2171,50
1,1,1,3,4,31,3174,3,1,31,3174,73
1,1,1,3,4,31,3175,9,2,31,3172,44
1,1,1,3,4,31,3175,9,2,31,3175,68
1,1,1,3,4,32,3201,9,2,32,3276,46
1,1,1,3,4,32,3205,3,1,36,3671,54
1,1,1,3,4,32,3209,3,1,32,3209,47
1,1,1,3,4,32,3276,3,1,32,3276,57
1,1,1,3,4,33,3302,3,1,33,3302,63
1,1,1,3,4,33,3302,9,3,33,3302,79
1,1,1,3,4,33,3305,3,1,33,3305,49
1,1,1,3,4,33,3310,9,3,33,3310,56
1,1,1,3,4,33,3316,9,3,33,3315,68
1,1,1,3,4,33,3324,3,1,33,3324,68
1,1,1,3,4,33,3326,3,1,33,3326,66
1,1,1,3,4,33,3328,9,2,33,3328,44
1,1,1,3,4,33,3374,9,2,33,3374,61
1,1,1,3,4,34,3402,3,1,34,3402,72
1,1,1,3,4,35,3504,3,1,35,3504,74
1,1,1,3,4,35,3504,9,2,35,3504,63
1,1,1,3,4,35,3512,9,3,35,3512,71
1,1,1,3,4,35,3515,9,3,35,3515,77
1,1,1,3,4,35,3516,9,2,35,3516,29
1,1,1,3,4,35,3576,3,1,35,3576,47
1,1,1,3,4,35,3576,9,2,35,3516,47
1,1,1,3,4,36,3603,3,1,36,3603,48
1,1,1,3,4,36,3674,8,2,36,3674,61
1,1,1,3,4,61,6101,9,3,61,6101,61
1,1,1,3,4,62,6212,3,1,62,6212,27
1,1,1,3,4,64,6403,3,1,64,6403,57
1,1,1,3,4,71,7171,3,1,71,7171,71
1,1,1,3,4,74,7471,9,3,74,7471,49
1,1,1,3,4,82,8204,9,3,82,8204,64
1,1,2,1,1,11,1101,3,1,11,1101,70
1,1,2,1,1,11,1104,3,1,11,1104,67
1,1,2,1,1,11,1106,3,1,11,1106,66
1,1,2,1,1,11,1108,3,1,11,1108,72
1,1,2,1,1,11,1109,3,1,11,1109,73
1,1,2,1,1,11,1111,3,1,11,1111,53
1,1,2,1,1,11,1112,3,1,11,1112,64
1,1,2,1,1,11,1114,9,2,11,1114,75
1,1,2,1,1,11,1117,3,1,11,1106,85
1,1,2,1,1,11,1117,3,1,11,1117,85
1,1,2,1,1,11,1118,3,1,11,1118,68
1,1,2,1,1,11,1171,3,1,11,1171,72
1,1,2,1,1,11,1171,9,2,11,1108,77
1,1,2,1,1,11,1171,9,2,11,1171,65
1,1,2,1,1,11,1171,9,3,11,1171,71
1,1,2,1,1,11,1173,3,1,11,1106,73
1,1,2,1,1,11,1173,9,2,11,1173,73
1,1,2,1,1,11,1174,3,1,11,1174,64
1,1,2,1,1,11,1174,9,2,11,1174,82
1,1,2,1,1,12,1204,9,3,12,1271,70
1,1,2,1,1,12,1205,3,1,12,1205,70
1,1,2,1,1,12,1207,3,1,12,1207,65
1,1,2,1,1,12,1207,9,2,12,1207,66
1,1,2,1,1,12,1207,9,3,12,1207,76
1,1,2,1,1,12,1208,3,1,12,1208,67
1,1,2,1,1,12,1209,3,1,12,1209,62
1,1,2,1,1,12,1212,3,1,12,1212,66
1,1,2,1,1,12,1212,3,1,12,1275,53
1,1,2,1,1,12,1212,8,2,12,1275,65
1,1,2,1,1,12,1212,9,2,12,1212,70
1,1,2,1,1,12,1213,3,1,12,1213,64
1,1,2,1,1,12,1215,9,2,12,1215,68
1,1,2,1,1,12,1218,8,2,12,1218,63
1,1,2,1,1,12,1220,3,1,12,1220,59
1,1,2,1,1,12,1221,3,1,12,1221,72
1,1,2,1,1,12,1222,3,1,12,1222,72
1,1,2,1,1,12,1223,9,2,12,1275,67
1,1,2,1,1,12,1224,3,1,12,1224,62
1,1,2,1,1,12,1272,9,2,12,1212,65
1,1,2,1,1,12,1273,3,1,12,1273,65
1,1,2,1,1,12,1274,3,1,12,1271,64
1,1,2,1,1,12,1274,3,1,12,1274,64
1,1,2,1,1,12,1274,9,2,12,1274,70
1,1,2,1,1,12,1275,3,1,12,1275,73
1,1,2,1,1,12,1275,3,1,13,1371,61
1,1,2,1,1,12,1275,5,2,12,1275,81
1,1,2,1,1,12,1275,8,2,12,1275,63
1,1,2,1,1,12,1275,9,2,12,1275,64
1,1,2,1,1,12,1276,5,2,12,1276,63
1,1,2,1,1,12,1277,3,1,12,1277,67
1,1,2,1,1,12,1277,9,3,12,1277,74
1,1,2,1,1,12,1278,3,1,12,1278,67
1,1,2,1,1,13,1305,3,1,13,1305,64
1,1,2,1,1,13,1306,3,1,13,1306,63
1,1,2,1,1,13,1307,3,1,13,1307,69
1,1,2,1,1,13,1371,3,1,13,1371,73
1,1,2,1,1,13,1371,3,1,13,1375,66
1,1,2,1,1,13,1371,9,2,13,1371,71
1,1,2,1,1,13,1371,9,3,13,1371,72
1,1,2,1,1,13,1372,9,3,13,1310,70
1,1,2,1,1,13,1374,3,1,13,1374,67
1,1,2,1,1,13,1375,3,1,13,1375,67
1,1,2,1,1,14,1401,3,1,14,1406,56
1,1,2,1,1,14,1403,3,1,14,1403,80
1,1,2,1,1,14,1404,3,1,14,1404,72
1,1,2,1,1,14,1406,3,1,14,1406,72
1,1,2,1,1,14,1406,9,2,14,1406,60
1,1,2,1,1,14,1471,3,1,14,1471,73
1,1,2,1,1,14,1471,8,2,14,1406,62
1,1,2,1,1,14,1473,3,1,14,1473,63
1,1,2,1,1,15,1502,9,3,15,1502,74
1,1,2,1,1,15,1503,3,1,15,1503,63
1,1,2,1,1,15,1508,3,1,15,1508,66
1,1,2,1,1,15,1571,3,1,15,1571,67
1,1,2,1,1,15,1571,9,2,15,1571,71
1,1,2,1,1,16,1601,9,3,16,1601,70
1,1,2,1,1,16,1603,3,1,16,1603,70
1,1,2,1,1,16,1603,9,2,16,1603,74
1,1,2,1,1,16,1604,3,1,16,1604,65
1,1,2,1,1,16,1604,9,2,16,1604,63
1,1,2,1,1,16,1607,3,1,16,1607,71
1,1,2,1,1,16,1609,9,2,16,1609,73
1,1,2,1,1,16,1671,3,1,16,1671,73
1,1,2,1,1,16,1671,8,2,16,1671,67
1,1,2,1,1,16,1671,9,2,16,1606,64
1,1,2,1,1,16,1671,9,2,16,1671,65
1,1,2,1,1,16,1671,9,2,36,3603,72
1,1,2,1,1,16,1674,9,3,16,1674,72
1,1,2,1,1,17,1702,9,3,17,1702,70
1,1,2,1,1,17,1771,3,1,17,1771,64
1,1,2,1,1,18,1803,3,1,18,1803,62
1,1,2,1,1,18,1803,9,2,18,1803,61
1,1,2,1,1,18,1804,3,1,18,1804,75
1,1,2,1,1,18,1804,3,1,18,1805,70
1,1,2,1,1,18,1804,9,3,18,1804,63
1,1,2,1,1,18,1805,3,1,18,1805,71
1,1,2,1,1,18,1805,9,3,18,1805,69
1,1,2,1,1,18,1806,3,1,18,1806,65
1,1,2,1,1,18,1807,9,2,18,1807,67
1,1,2,1,1,18,1807,9,2,35,3515,72
1,1,2,1,1,18,1809,3,1,18,1809,63
1,1,2,1,1,18,1810,3,1,18,1810,68
1,1,2,1,1,18,1871,3,1,18,1871,74
1,1,2,1,1,18,1871,8,2,18,1871,65
1,1,2,1,1,18,1871,9,2,18,1871,65
1,1,2,1,1,19,1901,3,1,19,1901,74
1,1,2,1,1,19,1971,3,1,19,1971,73
1,1,2,1,1,19,1971,8,2,19,1971,72
1,1,2,1,1,21,2171,3,1,21,2171,72
1,1,2,1,1,21,2172,3,1,71,7171,60
1,1,2,1,1,21,2172,9,2,21,2172,63
1,1,2,1,1,21,2172,9,3,71,7172,60
1,1,2,1,1,31,3171,2,1,31,3171,71
1,1,2,1,1,31,3171,3,1,31,3172,70
1,1,2,1,1,31,3171,3,1,33,3301,79
1,1,2,1,1,31,3171,6,2,31,3171,75
1,1,2,1,1,31,3171,8,2,31,3171,62
1,1,2,1,1,31,3171,9,2,31,3171,67
1,1,2,1,1,31,3172,3,1,31,3172,74
1,1,2,1,1,31,3172,6,2,31,3171,71
1,1,2,1,1,31,3172,7,2,31,3172,82
1,1,2,1,1,31,3172,9,2,31,3172,81
1,1,2,1,1,31,3172,9,2,32,3205,77
1,1,2,1,1,31,3172,9,2,32,3276,70
1,1,2,1,1,31,3173,3,1,31,3173,72
1,1,2,1,1,31,3174,3,1,31,3174,76
1,1,2,1,1,31,3174,9,2,31,3174,73
1,1,2,1,1,31,3175,3,1,31,3175,81
1,1,2,1,1,31,3175,9,2,31,3173,73
1,1,2,1,1,32,3201,3,1,32,3201,64
1,1,2,1,1,32,3201,9,2,32,3201,66
1,1,2,1,1,32,3202,3,1,32,3202,65
1,1,2,1,1,32,3202,3,1,32,3272,71
1,1,2,1,1,32,3203,3,1,32,3203,67
1,1,2,1,1,32,3204,3,1,32,3273,57
1,1,2,1,1,32,3204,7,2,32,3204,69
1,1,2,1,1,32,3204,9,2,32,3204,92
1,1,2,1,1,32,3205,3,1,32,3205,67
1,1,2,1,1,32,3205,9,2,32,3205,79
1,1,2,1,1,32,3206,9,2,32,3206,72
1,1,2,1,1,32,3206,9,3,32,3206,65
1,1,2,1,1,32,3207,3,1,32,3207,65
1,1,2,1,1,32,3207,9,2,32,3207,66
1,1,2,1,1,32,3208,3,1,32,3208,67
1,1,2,1,1,32,3208,9,3,32,3208,75
1,1,2,1,1,32,3209,3,1,32,3209,72
1,1,2,1,1,32,3209,5,2,32,3274,61
1,1,2,1,1,32,3209,9,3,32,3209,69
1,1,2,1,1,32,3210,9,2,32,3210,66
1,1,2,1,1,32,3210,9,3,32,3210,65
1,1,2,1,1,32,3211,9,2,32,3211,68
1,1,2,1,1,32,3213,3,1,32,3213,67
1,1,2,1,1,32,3215,9,2,32,3215,64
1,1,2,1,1,32,3216,3,1,32,3216,74
1,1,2,1,1,32,3216,9,2,32,3216,50
1,1,2,1,1,32,3216,9,3,33,3327,78
1,1,2,1,1,32,3217,3,1,32,3217,74
1,1,2,1,1,32,3217,3,1,32,3277,72
1,1,2,1,1,32,3217,9,2,31,3174,77
1,1,2,1,1,32,3218,3,1,32,3218,73
1,1,2,1,1,32,3271,3,1,32,3271,80
1,1,2,1,1,32,3271,9,3,32,3271,76
1,1,2,1,1,32,3272,3,1,32,3272,64
1,1,2,1,1,32,3272,9,3,32,3272,70
1,1,2,1,1,32,3273,3,1,32,3273,72
1,1,2,1,1,32,3273,3,1,32,3274,68
1,1,2,1,1,32,3273,6,2,31,3172,75
1,1,2,1,1,32,3273,9,2,32,3273,74
1,1,2,1,1,32,3274,3,1,32,3274,65
1,1,2,1,1,32,3274,9,2,32,3274,70
1,1,2,1,1,32,3275,3,1,32,3275,69
1,1,2,1,1,32,3275,7,2,31,3172,80
1,1,2,1,1,32,3275,9,2,32,3216,65
1,1,2,1,1,32,3275,9,2,32,3275,75
1,1,2,1,1,32,3276,3,1,32,3272,71
1,1,2,1,1,32,3276,3,1,32,3276,72
1,1,2,1,1,32,3276,8,2,36,3674,73
1,1,2,1,1,32,3276,9,2,32,3276,60
1,1,2,1,1,32,3276,9,2,36,3674,80
1,1,2,1,1,32,3277,3,1,32,3277,67
1,1,2,1,1,32,3277,5,2,32,3277,71
1,1,2,1,1,32,3277,9,2,32,3277,70
1,1,2,1,1,32,3278,3,1,32,3278,82
1,1,2,1,1,32,3279,3,1,32,3279,63
1,1,2,1,1,33,3301,3,1,33,3301,70
1,1,2,1,1,33,3301,9,2,33,3301,76
1,1,2,1,1,33,3302,3,1,33,3302,66
1,1,2,1,1,33,3302,9,2,33,3302,74
1,1,2,1,1,33,3302,9,3,33,3302,69
1,1,2,1,1,33,3303,3,1,33,3303,68
1,1,2,1,1,33,3303,9,2,33,3303,72
1,1,2,1,1,33,3304,3,1,33,3304,75
1,1,2,1,1,33,3304,9,3,33,3304,72
1,1,2,1,1,33,3305,3,1,33,3305,76
1,1,2,1,1,33,3305,5,2,33,3305,65
1,1,2,1,1,33,3305,9,3,33,3305,66
1,1,2,1,1,33,3306,3,1,33,3306,74
1,1,2,1,1,33,3306,9,2,33,3306,61
1,1,2,1,1,33,3307,3,1,33,3307,73
1,1,2,1,1,33,3308,3,1,33,3308,69
1,1,2,1,1,33,3308,3,1,33,3371,72
1,1,2,1,1,33,3308,9,3,33,3308,69
1,1,2,1,1,33,3309,3,1,33,3309,66
1,1,2,1,1,33,3309,9,2,33,3309,69
1,1,2,1,1,33,3309,9,3,33,3309,69
1,1,2,1,1,33,3310,9,2,33,3310,71
1,1,2,1,1,33,3310,9,3,33,3310,68
1,1,2,1,1,33,3311,3,1,33,3311,66
1,1,2,1,1,33,3311,9,3,33,3311,66
1,1,2,1,1,33,3312,3,1,33,3312,78
1,1,2,1,1,33,3312,9,2,33,3312,69
1,1,2,1,1,33,3313,3,1,33,3313,67
1,1,2,1,1,33,3314,3,1,33,3314,76
1,1,2,1,1,33,3314,9,2,33,3314,74
1,1,2,1,1,33,3315,9,3,33,3315,73
1,1,2,1,1,33,3316,3,1,33,3316,70
1,1,2,1,1,33,3316,9,3,33,3316,63
1,1,2,1,1,33,3317,3,1,33,3317,64
1,1,2,1,1,33,3317,9,3,33,3317,68
1,1,2,1,1,33,3318,9,2,33,3318,74
1,1,2,1,1,33,3318,9,3,33,3318,68
1,1,2,1,1,33,3319,4,2,33,3319,59
1,1,2,1,1,33,3319,9,2,33,3319,73
1,1,2,1,1,33,3319,9,3,33,3319,67
1,1,2,1,1,33,3320,3,1,33,3320,59
1,1,2,1,1,33,3320,9,2,33,3320,76
1,1,2,1,1,33,3320,9,3,33,3320,71
1,1,2,1,1,33,3321,3,1,33,3321,70
1,1,2,1,1,33,3321,9,3,33,3321,70
1,1,2,1,1,33,3322,3,1,33,3322,70
1,1,2,1,1,33,3322,9,2,33,3322,79
1,1,2,1,1,33,3322,9,3,33,3322,67
1,1,2,1,1,33,3323,3,1,33,3323,62
1,1,2,1,1,33,3323,9,3,33,3323,80
1,1,2,1,1,33,3324,9,2,33,3324,66
1,1,2,1,1,33,3324,9,3,33,3324,70
1,1,2,1,1,33,3325,9,3,33,3325,67
1,1,2,1,1,33,3326,3,1,33,3326,62
1,1,2,1,1,33,3326,9,3,33,3326,68
1,1,2,1,1,33,3327,3,1,33,3327,71
1,1,2,1,1,33,3327,9,2,33,3327,58
1,1,2,1,1,33,3328,3,1,33,3328,76
1,1,2,1,1,33,3328,3,1,33,3376,67
1,1,2,1,1,33,3372,3,1,33,3372,76
1,1,2,1,1,33,3372,9,2,33,3311,74
1,1,2,1,1,33,3372,9,3,33,3372,80
1,1,2,1,1,33,3373,9,2,33,3373,62
1,1,2,1,1,33,3374,3,1,33,3374,65
1,1,2,1,1,33,3374,5,2,33,3374,62
1,1,2,1,1,33,3374,9,2,33,3311,75
1,1,2,1,1,33,3374,9,2,33,3374,72
1,1,2,1,1,33,3374,9,3,33,3374,69
1,1,2,1,1,33,3375,3,1,33,3375,73
1,1,2,1,1,33,3375,9,3,33,3375,65
1,1,2,1,1,34,3401,3,1,34,3401,68
1,1,2,1,1,34,3402,3,1,34,3402,63
1,1,2,1,1,34,3402,3,1,34,3471,71
1,1,2,1,1,34,3402,9,2,33,3313,70
1,1,2,1,1,34,3402,9,2,34,3402,80
1,1,2,1,1,34,3402,9,2,34,3471,78
1,1,2,1,1,34,3402,9,3,34,3402,74
1,1,2,1,1,34,3402,9,3,34,3471,66
1,1,2,1,1,34,3403,3,1,34,3403,72
1,1,2,1,1,34,3403,9,2,34,3403,69
1,1,2,1,1,34,3403,9,3,34,3403,68
1,1,2,1,1,34,3404,3,1,34,3404,71
1,1,2,1,1,34,3404,9,2,34,3404,70
1,1,2,1,1,34,3404,9,3,34,3404,73
1,1,2,1,1,34,3471,3,1,34,3471,78
1,1,2,1,1,34,3471,9,3,34,3471,71
1,1,2,1,1,35,3501,3,1,35,3501,67
1,1,2,1,1,35,3501,9,3,35,3501,64
1,1,2,1,1,35,3502,3,1,35,3502,78
1,1,2,1,1,35,3502,9,3,35,3502,78
1,1,2,1,1,35,3503,3,1,35,3503,69
1,1,2,1,1,35,3504,3,1,35,3504,75
1,1,2,1,1,35,3504,9,2,35,3504,66
1,1,2,1,1,35,3504,9,3,35,3504,67
1,1,2,1,1,35,3505,3,1,35,3505,73
1,1,2,1,1,35,3505,9,2,35,3505,71
1,1,2,1,1,35,3505,9,3,35,3505,69
1,1,2,1,1,35,3506,3,1,35,3571,73
1,1,2,1,1,35,3506,9,2,35,3506,63
1,1,2,1,1,35,3506,9,2,35,3571,74
1,1,2,1,1,35,3506,9,3,35,3506,69
